symbol	alias
TMEM59	C1orf8
TMEM59L	BSMAP
TMEM59L	C19orf4
TMEM60	DC32
TMEM60	C7orf35
TMEM62	FLJ23375
TMEM63A	KIAA0792
TMEM63B	DKFZp434P0531
TMEM63B	dJ421H19.2
TMEM63B	C6orf110
TMEM63C	DKFZp434P0111
TMEM63C	CSC1
TMEM63C	hsCSC1
TMEM63C	C14orf171
TMEM64	DKFZp762C1112
TMEM67	MGC26979
TMEM67	JBTS6
TMEM67	NPHP11
TMEM67	MKS3
TMEM68	FLJ32370
TMEM68	DIESL
TMEM69	FLJ21029
TMEM69	C1orf154
TMEM70	MC5DN2
TMEM70	FLJ20533
TMEM71	FLJ33069
TMEM72	bA285G1.3
TMEM72	KSP37
TMEM72	C10orf127
TMEM74	FLJ30668
TMEM74	NET36
TMEM74B	FLJ11190
TMEM74B	C20orf46
TMEM78	FLJ40168
TMEM79	MGC13102
TMEM79	FLJ16057
TMEM79	FLJ32254
TMEM79	MATT
TMEM80	FLJ38216
TMEM81	UNQ2788
TMEM81	MGC75217
TMEM81	HC3107
TMEM81	KVLA2788
TMEM86A	FLJ90119
TMEM86B	MGC30208
TMEM87A	DKFZP564G2022
TMEM87A	ELKIN1
TMEM87B	FLJ14681
TMEM88	MGC71744
TMEM88	FLJ20025
TMEM91	FLJ27310
TMEM91	IFITMD6
TMEM91	DSPC3
TMEM91	SynDIG3
TMEM92	FLJ33318
TMEM94	ERMA
TMEM94	KIAA0195
TMEM95	MGC129793
TMEM95	UNQ9390
TMEM97	MAC30
TMEM97	σ2R
TMEM98	DKFZP564K1964
TMEM100	FLJ10970
TMEM100	FLJ37856
TMEM101	MGC4251
TMEM101	FLJ23987
TMEM102	FLJ36878
TMEM102	CBAP
TMEM102	D2B
TMEM106A	MGC20235
TMEM106B	MGC33727
TMEM106B	FLJ11273
TMEM106C	MGC5576
TMEM107	MGC10744
TMEM107	JBTS29
TMEM107	MKS13
TMEM108	MGC3040
TMEM108	CT124
TMEM109	MGC5508
TMEM109	SND3
TMEM109	hSND3
TMEM109	Mg23
TMEM115	PL6
TMEM116	FLJ90167
TMEM117	DKFZp434K2435
TMEM119	OBIF
TMEM120A	TMPIT
TMEM120A	NET29
TMEM120A	TACAN
TMEM121	MGC4659
TMEM121	hole
TMEM121	hhole
TMEM121	TMEM121A
TMEM121B	CECR6
TMEM123	PORIMIN
TMEM123	KCT3
TMEM125	MGC17299
TMEM126A	DKFZp586C1924
TMEM126A	OPA7
TMEM126B	HT007
TMEM127	FLJ20507
TMEM127	FLJ22257
TMEM128	MGC13159
TMEM129	D4S2561E
TMEM130	DKFZp761L1417
TMEM130	FLJ42643
TMEM131	CC28
TMEM131	YR-23
TMEM131	RW1
TMEM131	KIAA0257
TMEM131	PRO1048
TMEM131L	DKFZp586H1322
TMEM131L	KIAA0922
TMEM132A	GBP
TMEM132A	FLJ20539
TMEM132A	HSPA5BP1
TMEM132B	KIAA1906
TMEM132B	KIAA1786
TMEM132C	DKFZp761O2018
TMEM132C	PPP1R152
TMEM132D	KIAA1944
TMEM132D	MOLT
TMEM132D	PPP1R153
TMEM132E	DFNB99
TMEM134	FLJ21749
TMEM135	FLJ22104
TMEM135	PMP52
TMEM138	HSPC196
TMEM138	JBTS16
TMEM139	FLJ90586
TMEM140	FLJ11000
TMEM141	MGC14141
TMEM143	FLJ10922
TMEM144	FLJ11155
TMEM144	SLC35G7
TMEM145	FLJ90805
TMEM147	NIFIE14
TMEM147	MGC1936
TMEM150A	TM6P1
TMEM150A	FLJ90024
TMEM150A	TTN1
TMEM150A	TMEM150
TMEM150B	TTN2
TMEM150B	DRAM3
TMEM150B	TMEM224
TMEM150C	FLJ12993
TMEM150C	TTN3
TMEM151A	MGC33486
TMEM151A	TMEM151
TMEM151B	bA444E17.5
TMEM151B	C6orf137
TMEM151B	TMEM193
TMEM154	FLJ32028
TMEM156	FLJ23235
TMEM158	RIS1
TMEM158	p40BBp
TMEM160	FLJ20512
TMEM161A	FLJ39645
TMEM161A	FLJ20422
TMEM161B	MGC33214
TMEM163	DKFZP566N034
TMEM163	SV31
TMEM163	SLC30A11
TMEM164	FLJ22679
TMEM164	RP13-360B22.2
TMEM165	TMPT27
TMEM165	TPARL
TMEM165	GDT1
TMEM165	SLC64A1
TMEM167A	FLJ30508
TMEM167A	MGC23909
TMEM167A	kish
TMEM167A	TMEM167
TMEM167B	AD-020
TMEM167B	FLJ90710
TMEM167B	C1orf119
TMEM168	DKFZp564C012
TMEM168	FLJ13576
TMEM169	FLJ34263
TMEM170A	FLJ37611
TMEM170A	TMEM170
TMEM171	PRP2
TMEM174	MGC13034
TMEM174	FLJ31268
TMEM175	MGC4618
TMEM176A	HCA112
TMEM176A	MS4B1
TMEM176B	LR8
TMEM176B	MS4B2
TMEM177	MGC10993
TMEM178A	MGC33926
TMEM178A	TMEM178
TMEM178B	DKFZp547G036
TMEM179	FLJ42486
TMEM179	TMEM179A
TMEM179	C14orf90
TMEM181	KIAA1423
TMEM181	GPR178
TMEM182	FLJ30294
TMEM183A	C1orf37
TMEM184A	MGC9712
TMEM184A	SDMG1
TMEM184A	SLC51C1
TMEM184B	HS5O6A
TMEM184B	DKFZP586A1024
TMEM184B	FM08
TMEM184B	SLC51C2
TMEM184B	C22orf5
TMEM184C	FLJ10846
TMEM184C	SLC51C3
TMEM184C	TMEM34
TMEM185A	CXorf13
TMEM185A	FAM11A
TMEM185A	FRAXF
TMEM185B	FLJ20979
TMEM185B	FAM11B
TMEM186	DKFZP564K2062
TMEM186	C16orf51
TMEM187	ITBA1
TMEM187	DXS9878E
TMEM187	CXorf12
TMEM190	MDAC1
TMEM192	FLJ38482
TMEM196	MGC42090
TMEM198	MGC99813
TMEM198	TMEM198A
TMEM200A	TTMC
TMEM200A	KIAA1913
TMEM200B	TTMB
TMEM200C	TTMA
TMEM201	RP13-15M17.2
TMEM201	NET5
TMEM201	Ima1
TMEM201	SAMP1
TMEM202	FLJ27523
TMEM203	MGC14327
TMEM203	HBEBP1
TMEM204	FLJ20898
TMEM204	CLP24
TMEM204	C16orf30
TMEM205	UNQ501
TMEM205	MBC3205
TMEM208	HSPC171
TMEM208	hSND2
TMEM208	SND2
TMEM209	FLJ14803
TMEM209	NET31
TMEM212	FLJ23172
TMEM214	FLJ20254
TMEM216	MGC13379
TMEM216	HSPC244
TMEM216	JBTS2
TMEM216	CORS2
TMEM216	MKS2
TMEM217	dJ355M6.2
TMEM217	C6orf128
TMEM219	IGFBP-3R
TMEM221	Jiraiya
TMEM222	DKFZP564D0478
TMEM222	C1orf160
TMEM223	MGC3196
TMEM223	Mrx15
TMEM225	PMP22CD
TMEM225	PPP1R154
TMEM225	SPATA47
TMEM229B	FLJ33387
TMEM229B	C14orf83
TMEM230	HSPC274
TMEM230	C20orf30
TMEM231	FLJ22167
TMEM231	ALYE870
TMEM231	PRO1886
TMEM231	JBTS20
TMEM231	MKS11
TMEM232	FLJ43080
TMEM233	IFITMD2
TMEM233	DSPB2
TMEM234	RP4-622L5
TMEM234	dJ622L5.7
TMEM234	FLJ90779
TMEM234	C1orf91
TMEM236	bA16O1.2
TMEM236	bA162I21.2
TMEM236	FAM23B
TMEM236	FAM23A
TMEM237	JBTS14
TMEM237	ALS2CR4
TMEM238L	FORCP
TMEM238L	LINC00675
TMEM240	C1orf70
TMEM240	SCA21
TMEM242	BM033
TMEM242	C6orf35
TMEM243	MGC4175
TMEM243	MM-TRAG
TMEM243	C7orf23
TMEM244	bA174C7.4
TMEM244	C6orf191
TMEM245	CG-2
TMEM245	C9orf5
TMEM248	FLJ10099
TMEM248	FLJ13090
TMEM248	C7orf42
TMEM250	bA83N9.1
TMEM250	C9orf69
TMEM252	MGC34760
TMEM252	C9orf71
TMEM253	NCRNA00220
TMEM253	C14orf95
TMEM253	C14orf176
TMEM254	FLJ13263
TMEM254	bA369J21.6
TMEM254	C10orf57
TMEM255A	FLJ20716
TMEM255A	FAM70A
TMEM255B	MGC20579
TMEM255B	FAM70B
TMEM256	MGC40107
TMEM256	C17orf61
TMEM258	Kuduk
TMEM258	Kud
TMEM258	C11orf10
TMEM259	MGC4022
TMEM259	ASBABP1
TMEM259	MBRL
TMEM259	C19orf6
TMEM260	FLJ20392
TMEM260	C14orf101
TMEM263	MGC17943
TMEM263	C12orf23
TMEM266	FLJ38190
TMEM266	C15orf27
TMEM267	FLJ21657
TMEM267	C5orf28
TMEM268	DKFZp547P234
TMEM268	FLJ38045
TMEM268	C9orf91
TMEM270	MGC26719
TMEM270	WBSCR28
TMEM272	FLJ37307
TMEM272	NCRNA00282
TMEM272	LINC00282
TMEM273	Em:AC084727.5
TMEM273	C10orf128
TMEM278	TMEM88B
TMF1	ARA160
TMF1	TMF
TMIE	DFNB6
TMIGD1	UNQ9372
TMIGD1	TMIGD
TMIGD2	MGC23244
TMIGD2	CD28H
TMIGD2	IGPR-1
TMIGD3	AD026
TMLHE	TMLH
TMLHE	FLJ10727
TMLHE	BBOX2
TMLHE	XAP130
TMOD1	ETMOD
TMOD1	D9S57E
TMOD1	TMOD
TMOD2	NTMOD
TMOD3	UTMOD
TMOD4	Sk-Tmod
TMPO	TP
TMPO	LAP2
TMPO	LEMD4
TMPPE	FLJ45032
TMPRSS2	PRSS10
TMPRSS3	DFNB10
TMPRSS3	DFNB8
TMPRSS4	TMPRSS3
TMPRSS4	MT-SP2
TMPRSS4	CAP2
TMPRSS5	MGC141886
TMPRSS5	MGC148044
TMPRSS6	FLJ30744
TMPRSS6	MT2
TMPRSS11A	ECRG1
TMPRSS11A	HATL1
TMPRSS11A	HESP
TMPRSS11B	HATL5
TMPRSS11D	HAT
TMPRSS11D	ASP
TMPRSS11E	DESC1
TMPRSS11E	TMPRSS11E2
TMPRSS11F	FLJ16046
TMPRSS11F	HATL4
TMPRSS12	MGC57341
TMPRSS12	CT151
TMPRSS13	MSPL
TMPRSS13	MSPS
TMPRSS13	TMPRSS11
TMPRSS15	ENTK
TMPRSS15	MGC133046
TMPRSS15	PRSS7
TMSB4X	TB4X
TMSB4X	TMSB4
TMSB4Y	TB4Y
TMSB10	TB10
TMSB15A	TMSNB
TMSB15A	TMSL8
TMSB15B	MGC39900
TMT1A	DKFZP586A0522
TMT1A	METTL7A
TMT1B	MGC17301
TMT1B	ALDI
TMT1B	METTL7B
TMTC1	ARG99
TMTC1	OLF
TMTC1	FLJ31400
TMTC1	FLJ41625
TMTC2	DKFZp762A217
TMTC3	FLJ90492
TMTC3	SMILE
TMTC4	FLJ14624
TMTC4	FLJ22153
TMUB1	SB144
TMUB1	HOPS
TMUB1	C7orf21
TMUB2	MGC3123
TMX1	TMX
TMX1	PDIA11
TMX1	TXNDC
TMX1	TXNDC1
TMX2	PDIA12
TMX2	TXNDC14
TMX3	FLJ20793
TMX3	KIAA1830
TMX3	PDIA13
TMX3	TXNDC10
TMX4	DJ971N18.2
TMX4	KIAA1162
TMX4	PDIA14
TMX4	TXNDC13
TNC	TN
TNC	MGC167029
TNC	HXB
TNC	DFNA56
TNF	TNFSF2
TNF	DIF
TNF	TNF-alpha
TNF	TNFA
TNFAIP1	B61
TNFAIP1	B12
TNFAIP1	MGC2317
TNFAIP1	BTBD34
TNFAIP1	EDP1
TNFAIP2	B94
TNFAIP2	EXOC3L3
TNFAIP3	A20
TNFAIP3	OTUD7C
TNFAIP6	TSG6
TNFAIP6	TSG-6
TNFAIP8	GG2-1
TNFAIP8	MDC-3.13
TNFAIP8	SCC-S2
TNFAIP8L1	MGC17791
TNFAIP8L2	FLJ23467
TNFAIP8L3	FLJ41287
TNFRSF1A	TNF-R
TNFRSF1A	TNFAR
TNFRSF1A	TNFR60
TNFRSF1A	TNF-R-I
TNFRSF1A	CD120a
TNFRSF1A	TNF-R55
TNFRSF1A	TNFR1
TNFRSF1B	TNFBR
TNFRSF1B	TNFR80
TNFRSF1B	TNF-R75
TNFRSF1B	TNF-R-II
TNFRSF1B	p75
TNFRSF1B	CD120b
TNFRSF1B	TNFR2
TNFRSF4	ACT35
TNFRSF4	OX40
TNFRSF4	CD134
TNFRSF4	TXGP1L
TNFRSF6B	DcR3
TNFRSF6B	DCR3
TNFRSF6B	TR6
TNFRSF6B	M68
TNFRSF8	KI-1
TNFRSF8	CD30
TNFRSF8	D1S166E
TNFRSF9	CD137
TNFRSF9	4-1BB
TNFRSF9	ILA
TNFRSF10A	DR4
TNFRSF10A	Apo2
TNFRSF10A	TRAILR-1
TNFRSF10A	CD261
TNFRSF10A	TRAILR1
TNFRSF10B	DR5
TNFRSF10B	KILLER
TNFRSF10B	TRICK2A
TNFRSF10B	TRAIL-R2
TNFRSF10B	TRICKB
TNFRSF10B	CD262
TNFRSF10B	TRAILR2
TNFRSF10C	DcR1
TNFRSF10C	TRAILR3
TNFRSF10C	LIT
TNFRSF10C	TRID
TNFRSF10C	CD263
TNFRSF10D	DcR2
TNFRSF10D	TRUNDD
TNFRSF10D	TRAILR4
TNFRSF10D	CD264
TNFRSF11A	RANK
TNFRSF11A	CD265
TNFRSF11A	FEO
TNFRSF11A	ODFR
TNFRSF11A	TRANCE-R
TNFRSF11A	PDB2
TNFRSF11A	LOH18CR1
TNFRSF11B	OCIF
TNFRSF11B	TR1
TNFRSF11B	OPG
TNFRSF12A	FN14
TNFRSF12A	TweakR
TNFRSF12A	CD266
TNFRSF13B	TACI
TNFRSF13B	CD267
TNFRSF13B	IGAD2
TNFRSF13C	BAFFR
TNFRSF13C	CD268
TNFRSF14	HVEM
TNFRSF14	ATAR
TNFRSF14	TR2
TNFRSF14	LIGHTR
TNFRSF14	HVEA
TNFRSF14	CD270
TNFRSF17	BCM
TNFRSF17	CD269
TNFRSF17	TNFRSF13A
TNFRSF17	BCMA
TNFRSF18	AITR
TNFRSF18	GITR
TNFRSF18	CD357
TNFRSF19	TAJ-alpha
TNFRSF19	TROY
TNFRSF19	TAJ
TNFRSF19	TRADE
TNFRSF21	DR6
TNFRSF21	CD358
TNFRSF25	DR3
TNFRSF25	TRAMP
TNFRSF25	WSL-1
TNFRSF25	LARD
TNFRSF25	WSL-LR
TNFRSF25	DDR3
TNFRSF25	TR3
TNFRSF25	APO-3
TNFRSF25	TNFRSF12
TNFSF4	OX-40L
TNFSF4	gp34
TNFSF4	CD252
TNFSF4	TXGP1
TNFSF8	CD153
TNFSF8	CD30LG
TNFSF9	4-1BB-L
TNFSF9	4-1BBL
TNFSF9	CD137L
TNFSF10	TRAIL
TNFSF10	Apo-2L
TNFSF10	TL2
TNFSF10	CD253
TNFSF10	TANCR
TNFSF11	TRANCE
TNFSF11	RANKL
TNFSF11	OPGL
TNFSF11	ODF
TNFSF11	CD254
TNFSF12	TWEAK
TNFSF12	DR3LG
TNFSF12	APO3L
TNFSF12	TNF12
TNFSF13	APRIL
TNFSF13	CD256
TNFSF13B	BAFF
TNFSF13B	THANK
TNFSF13B	BLYS
TNFSF13B	TALL-1
TNFSF13B	TALL1
TNFSF13B	CD257
TNFSF13B	TNFSF20
TNFSF14	LIGHT
TNFSF14	LTg
TNFSF14	HVEM-L
TNFSF14	CD258
TNFSF15	TL1
TNFSF15	VEGI
TNFSF15	TL1A
TNFSF15	VEGI192A
TNFSF15	MGC129934
TNFSF15	MGC129935
TNFSF18	AITRL
TNFSF18	TL6
TNFSF18	hGITRL
TNIK	MAP4K7
TNIK	KIAA0551
TNIP1	NAF1
TNIP1	KIAA0113
TNIP1	ABIN-1
TNIP1	VAN
TNIP2	ABIN-2
TNIP2	MGC4289
TNIP2	KLIP
TNIP2	FLIP1
TNIP2	ABIN2
TNIP3	LIND
TNIP3	FLJ21162
TNIP3	ABIN-3
TNK1	KOS1
TNK2	p21cdc42Hs
TNK2	ACK
TNK2	ACK1
TNKS	TIN1
TNKS	TINF1
TNKS	TNKS1
TNKS	PARP-5a
TNKS	PARP5A
TNKS	pART5
TNKS	ARTD5
TNKS2	TNKL
TNKS2	TANK2
TNKS2	PARP-5b
TNKS2	PARP-5c
TNKS2	PARP5B
TNKS2	PARP5C
TNKS2	pART6
TNKS2	ARTD6
TNMD	myodulin
TNMD	ChM1L
TNMD	tendin
TNMD	TEM
TNMD	BRICD4
TNN	TNW
TNNC1	TNNC
TNNC2	FAP85
TNNC2	CFAP85
TNNI1	ssTnI
TNNI2	FSSV
TNNI2	DA2B
TNNI2	fsTnI
TNNI2	AMCD2B
TNNI3	TNNC1
TNNI3	CMH7
TNNI3	cTNI
TNNI3	CMD2A
TNNI3K	CARK
TNNT1	ANM
TNNT1	STNT
TNNT1	TNT
TNNT1	TNTS
TNNT1	FLJ98147
TNNT1	MGC104241
TNNT1	NEM5
TNNT2	CMPD2
TNNT2	CMH2
TNNT2	CMD1D
TNNT3	AMCD2B
TNNT3	DA2B
TNNT3	FSSV
TNNT3	DKFZp779M2348
TNP2	TP2
TNPO1	MIP
TNPO1	TRN
TNPO1	IPO2
TNPO1	MIP1
TNPO1	KPNB2
TNPO2	IPO3
TNPO2	KPNB2B
TNPO2	FLJ12155
TNPO2	TRN2
TNPO3	TRN-SR
TNPO3	MTR10A
TNPO3	TRN-SR2
TNPO3	IPO12
TNPO3	LGMD1F
TNRC6A	CAGH26
TNRC6A	KIAA1460
TNRC6A	GW182
TNRC6A	TNRC6
TNRC6B	KIAA1093
TNRC6C	KIAA1582
TNRC6C	FLJ20015
TNRC18	CAGL79
TNRC18	TNRC18A
TNRC18	KIAA1856
TNS1	DKFZp586K0617
TNS1	PPP1R155
TNS1	TNS
TNS1	MXRA6
TNS2	KIAA1075
TNS2	C1-TEN
TNS2	TENC1
TNS3	TEM6
TNS3	H_NH0549I23.2
TNS3	FLJ13732
TNS3	TENS1
TNS4	CTEN
TNXB	TNXBS
TNXB	XBS
TNXB	XB
TNXB	HXBL
TNXB	TN-X
TNXB	TNX
TNXB	TNXB1
TNXB	TNXB2
TOB1	TOB
TOB1	TROB
TOB1	APRO5
TOB1	TROB1
TOB2	TOBL
TOB2	TOB4
TOB2	bK223H9
TOB2	APRO5
TOB2	TROB2
TOE1	hCaf1z
TOE1	TOE-1
TOGARAM1	Crescerin-1
TOGARAM1	crescerin
TOGARAM1	KIAA0423
TOGARAM1	FAM179B
TOGARAM2	FLJ43249
TOGARAM2	LOC165186
TOGARAM2	Crescerin-2
TOGARAM2	FAM179A
TOLLIP	IL-1RAcPIP
TOM1L1	SRCASM
TOMM5	bA613M10.3
TOMM5	Tom5
TOMM5	C9orf105
TOMM6	OBTP
TOMM6	Tom6
TOMM7	Tom7
TOMM20	KIAA0016
TOMM20	TOM20
TOMM20	MOM19
TOMM20	MAS20
TOMM20L	UNQ9438
TOMM22	TOM22
TOMM34	TOM34
TOMM34	HTOM34P
TOMM40	PEREC1
TOMM40	D19S1177E
TOMM40	C19orf1
TOMM40	TOM40
TOMM40	PER-EC1
TOMM40L	FLJ12770
TOMM40L	TOMM40B
TOMM70	KIAA0719
TOMM70	Tom70
TOMM70	TOMM70A
TOMT	COMT2
TONSL	IKBR
TONSL	NFKBIL2
TOP2A	TOP2alpha
TOP2A	TOPIIA
TOP2A	TOP2
TOP2B	top2beta
TOP2B	TOPIIB
TOP3A	ZGRF7
TOP3A	TOP3
TOP6BL	FLJ22531
TOP6BL	TOPOVIBL
TOP6BL	C11orf80
TOPAZ1	FLJ36157
TOPAZ1	C3orf77
TOPBP1	KIAA0259
TOPBP1	TOP2BP1
TOPBP1	Dpb11
TOPORS	TP53BPL
TOPORS	LUN
TOPORS	RP31
TOR1A	DQ2
TOR1A	DYT1
TOR1AIP1	LAP1B
TOR1AIP1	FLJ13142
TOR1AIP1	LAP1
TOR1AIP1	LAP1C
TOR1AIP2	LULL1
TOR1AIP2	NET9
TOR1AIP2	IFRG15
TOR1B	DQ1
TOR1B	MGC4386
TOR2A	FLJ14771
TOR2A	TORP1
TOR3A	FLJ22345
TOR3A	ADIR2
TOR3A	ADIR
TOR4A	FLJ20245
TOR4A	C9orf167
TOX	KIAA0808
TOX	TOX1
TOX2	dJ1108D11.2
TOX2	GCX-1
TOX2	C20orf100
TOX3	CAGF9
TOX3	TNRC9
TOX4	LCP1
TOX4	C14orf92
TOX4	KIAA0737
TP53	p53
TP53	LFS1
TP53AIP1	p53AIP1
TP53BP1	53BP1
TP53BP1	p202
TP53BP1	TDRD30
TP53BP2	PPP1R13A
TP53BP2	ASPP2
TP53BP2	53BP2
TP53I3	PIG3
TP53I11	PIG11
TP53I13	DSCP1
TP53INP1	DKFZp434M1317
TP53INP1	FLJ22139
TP53INP1	P53DINP1
TP53INP1	SIP
TP53INP1	TP53INP1A
TP53INP1	TP53INP1B
TP53INP1	Teap
TP53INP2	FLJ21759
TP53INP2	FLJ23500
TP53INP2	DKFZp434B2411
TP53INP2	DKFZp434O0827
TP53INP2	dJ1181N3.1
TP53INP2	PINH
TP53INP2	DOR
TP53INP2	C20orf110
TP53RK	dJ101A2.2
TP53RK	prpk
TP53RK	Nori-2p
TP53RK	BUD32
TP53RK	TPRKB
TP53RK	C20orf64
TP53TG3	P53TG3
TP53TG3	TP53TG3A
TP53TG5	CLG01
TP53TG5	dJ453C12.5
TP53TG5	C20orf10
TP63	p51
TP63	SHFM4
TP63	EEC3
TP63	p63
TP63	p73L
TP63	OFC8
TP63	KET
TP63	p73H
TP63	NBP
TP63	p53CP
TP63	p40
TP63	TP73L
TP63	TP53L
TP63	TP53CP
TP73	P73
TPBG	5T4-AG
TPBG	5T4
TPCN1	KIAA1169
TPCN1	FLJ20612
TPCN1	TPC1
TPCN2	TPC2
TPD52	D52
TPD52	hD52
TPD52	N8L
TPD52L1	D53
TPD52L1	hD53
TPD52L1	TPD53
TPD52L2	D54
TPD52L2	hD54
TPD52L2	TPD54
TPD52L3	NYD-SP25
TPD52L3	D55
TPD52L3	TPD55
TPGS1	GTRGEO22
TPGS1	PGs1
TPGS1	C19orf20
TPGS2	DKFZP586M1523
TPGS2	HsT3006
TPGS2	PGs2
TPGS2	C18orf10
TPH1	TPRH
TPH1	TPH
TPH2	NTPH
TPH2	FLJ37295
TPK1	HTPK1
TPK1	PP20
TPM1	C15orf13
TPM1	CMH3
TPM2	DA1
TPM2	NEM4
TPM2	AMCD1
TPM3	TRK
TPM3	NEM1
TPO	TPX
TPP1	LPIC
TPP1	TPP-1
TPP1	CLN2
TPP1	SCAR7
TPP2	TPPII
TPPP	p25alpha
TPPP	TPPP1
TPPP	p25
TPPP	TPPP/p25
TPPP2	p25beta
TPPP2	p18
TPPP2	CT152
TPPP2	C14orf8
TPPP3	CGI-38
TPPP3	p25gamma
TPPP3	p20
TPRA1	TPRA40
TPRA1	FLJ32197
TPRA1	TMEM227
TPRA1	GPR175
TPRG1	FLJ41238
TPRG1	FLJ43694
TPRG1	FAM79B
TPRG1L	RP11-46F15.3
TPRG1L	FLJ21811
TPRG1L	TPRGL
TPRG1L	SVAP30
TPRG1L	h-Mover
TPRG1L	FAM79A
TPRKB	CGI-121
TPRKB	CGI121
TPRN	FLJ90254
TPRN	C9orf75
TPRN	DFNB79
TPRX1	FLJ40321
TPRX2	TPRX2P1
TPRX2	TPRX2P
TPSAB1	TPSB1
TPSAB1	TPS1
TPSAB1	TPS2
TPSG1	TMT
TPSG1	PRSS31
TPST1	TANGO13A
TPST2	TANGO13B
TPT1	TCTP
TPT1	fortilin
TPTE	PTEN2
TPTE	CT44
TPTE	TPTE1
TPTE2	TPIP
TPX2	p100
TPX2	DIL-2
TPX2	HCA519
TPX2	FLS353
TPX2	C20orf2
TPX2	C20orf1
TRA	TCRA
TRA	TRA@
TRA2A	htra-2-alpha
TRA2A	AWMS1
TRA2B	Htra2-beta
TRA2B	PPP1R156
TRA2B	SFRS10
TRABD	PP2447
TRABD2A	TIKI1
TRABD2A	C2orf89
TRABD2B	TIKI2
TRADD	Hs.89862
TRAF1	EBI6
TRAF2	TRAP3
TRAF2	RNF117
TRAF3	CAP-1
TRAF3	CD40bp
TRAF3	CRAF1
TRAF3	LAP1
TRAF3	RNF118
TRAF3IP2	DKFZP586G0522
TRAF3IP2	ACT1
TRAF3IP2	CIKS
TRAF3IP2	C6orf4
TRAF3IP2	C6orf5
TRAF3IP2	C6orf6
TRAF3IP2	C6orf2
TRAF3IP3	T3JAM
TRAF4	CART1
TRAF4	MLN62
TRAF4	RNF83
TRAF5	RNF84
TRAF6	RNF85
TRAF7	RNF119
TRAF7	DKFZp586I021
TRAF7	MGC7807
TRAF7	RFWD1
TRAFD1	FLN29
TRAIP	TRIP
TRAIP	RNF206
TRAK1	OIP106
TRAK1	KIAA1042
TRAK1	MILT1
TRAK2	CALS-C
TRAK2	KIAA0549
TRAK2	GRIF-1
TRAK2	OIP98
TRAK2	MILT2
TRAK2	ALS2CR3
TRAM1	TRAM
TRAM1	TRAMP
TRAM1L1	MGC26568
TRAM2	KIAA0057
TRANK1	LBA1
TRANK1	KIAA0342
TRAP1	HSP75
TRAP1	HSP90L
TRAPPC1	MUM2
TRAPPC1	BET5
TRAPPC2	TRS20
TRAPPC2	SEDT
TRAPPC2	MIP-2A
TRAPPC2	ZNF547L
TRAPPC2	hYP38334
TRAPPC2	SEDL
TRAPPC2B	SEDLP1
TRAPPC2B	MIP-2A
TRAPPC2B	SEDLP
TRAPPC2B	TRAPPC2P1
TRAPPC2L	HSPC176
TRAPPC3	BET3
TRAPPC3L	bA259P20.2
TRAPPC3L	FLJ11180
TRAPPC3L	BET3L
TRAPPC4	TRS23
TRAPPC4	SBDN
TRAPPC4	PTD009
TRAPPC5	MGC52424
TRAPPC5	TRS31
TRAPPC6A	TRS33
TRAPPC6A	MGC2650
TRAPPC6A	HSPC289
TRAPPC8	HsT2706
TRAPPC8	TRS85
TRAPPC8	GSG1
TRAPPC8	KIAA1012
TRAPPC9	IKBKBBP
TRAPPC9	NIBP
TRAPPC9	KIAA1882
TRAPPC9	T1
TRAPPC9	TRS120
TRAPPC9	MRT13
TRAPPC10	EHOC-1
TRAPPC10	TRS130
TRAPPC10	TMEM1
TRAPPC11	FLJ12716
TRAPPC11	gry
TRAPPC11	foigr
TRAPPC11	C4orf41
TRAPPC12	CGI-87
TRAPPC12	TTC-15
TRAPPC12	TTC15
TRAPPC13	FLJ13611
TRAPPC13	MGC48585
TRAPPC13	C5orf44
TRAPPC14	FLJ10925
TRAPPC14	C7orf43
TRAPPC14	MAP11
TRARG1	LOST1
TRARG1	IFITMD3
TRARG1	BEC-1
TRARG1	DSPB1
TRARG1	TUSC5
TRAT1	HSPC062
TRAT1	TRIM
TRAT1	TCRIM
TRB	TCRB
TRB	TRB@
TRD	TCRDV1
TRD	TCRD
TRD	TRD@
TRDMT1	RNMT1
TRDMT1	DNMT2
TRDN	TRISK
TREH	TRE
TREH	TREA
TREH	MGC129621
TREM1	TREM-1
TREM1	CD354
TREM2	TREM-2
TREM2	Trem2a
TREM2	Trem2b
TREM2	Trem2c
TREML1	TLT1
TREML1	dJ238O23.3
TREML2	FLJ13693
TREML2	TLT2
TREML2	dJ238O23.1
TREML2	C6orf76
TREML4	TLT4
TRERF1	TReP-132
TRERF1	HSA277276
TRERF1	RAPA
TRERF1	dJ139D8.5
TRERF1	BCAR2
TREX1	DRN3
TREX1	AGS1
TRG	TCRG
TRG	TRG@
TRHDE	PGPEP2
TRHDE	TRH-DE
TRHDE	PAP-II
TRIAP1	P53CSV
TRIAP1	WF-1
TRIAP1	HSPC132
TRIAP1	p53CSV
TRIAP1	MDM35
TRIB1	C8FW
TRIB1	GIG2
TRIB1	TRB1
TRIB2	TRB2
TRIB2	GS3955
TRIB3	dJ1103G7.3
TRIB3	TRB3
TRIB3	SINK
TRIB3	C20orf97
TRIL	KIAA0644
TRIM2	KIAA0517
TRIM2	RNF86
TRIM2	CMT2R
TRIM3	HAC1
TRIM3	BERP
TRIM3	RNF97
TRIM3	RNF22
TRIM4	RNF87
